Origin	Ann_ID	Skill	Knowledge	Interest
ALL	Interactivity	1.0	2.0	0.0
ALL	Acceleration	1.9714285714285715	2.628571428571428	0.0
ALL	Prior_art	2.857142857142857	2.857142857142857	0.0
ALL	Adobe_Photoshop	5.962962962962963	5.395061728395062	0.0
ALL	Gourmet	5.75	1.9166666666666665	0.0
ALL	QR_code	3.0	7.0	5.0
ALL	IPod	4.0	1.3333333333333333	2.0
ALL	Mother	0.0	2.0	1.0
ALL	Index_(boek)	2.875	2.875	0.0
ALL	Ringtone	0.0	2.0	1.0
ALL	Digital_photography	2.5555555555555554	2.5555555555555554	0.0
ALL	Innovation	12.38888888888889	16.27777777777778	0.0
ALL	Gambling	2.2857142857142856	2.2857142857142856	0.0
ALL	Peer-to-peer	0.0	7.666666666666667	0.0
ALL	Background_artist	0.0	5.111111111111111	0.0
ALL	Strategic_management	11.314285714285713	8.647619047619047	0.0
ALL	Ceiling	0.0	2.0	1.0
ALL	Corporate_identity	6.571428571428571	2.1904761904761902	0.0
ALL	Philosophy	2.5555555555555554	2.5555555555555554	0.0
ALL	Computer_program	3.0	5.0	4.0
ALL	Guide	0.6666666666666667	1.3333333333333333	1.0
ALL	Figure_skating	2.0	0.6666666666666666	1.0
ALL	Adobe_Dreamweaver	1.0	1.0	1.0
ALL	Economic_model	1.0	1.0	1.0
ALL	20e_eeuw	2.875	2.875	0.0
ALL	Test_method	1.0	3.0	2.0
ALL	Translation	0.0	5.714285714285714	0.0
ALL	Debt	3.5555555555555554	3.5555555555555554	0.0
ALL	Quality_(business)	6.571428571428571	2.1904761904761902	0.0
ALL	Sound	4.0	8.666666666666666	6.0
ALL	Training	2.0	0.6666666666666666	1.0
ALL	Scenario	2.0	2.0	2.0
ALL	Iteration	1.0	1.0	1.0
ALL	Requirement	3.7428571428571424	3.7428571428571424	1.0
ALL	Analysis	8.100000000000001	12.600000000000001	2.0
ALL	Simulation	9.99404761904762	9.355158730158731	0.0
ALL	Project	31.17738095238095	24.445238095238096	0.0
