Origin	Ann_ID	Skill	Knowledge	Interest
ALL	Interactivity	12.0	16.0	0.0
ALL	User_interface	0.0	28.000000000000004	0.0
ALL	Plastic	66.66666666666666	78.57142857142857	78.57142857142857
ALL	Playground	66.66666666666666	66.66666666666666	66.66666666666666
ALL	Support_group	53.84615384615385	61.53846153846154	0.0
ALL	Innovation	28.000000000000004	28.000000000000004	0.0
ALL	Role_Models	0.0	66.66666666666666	66.66666666666666
ALL	Waste	66.66666666666666	66.66666666666666	66.66666666666666
ALL	Role_model	0.0	80.0	70.0
ALL	Lecturer	0.0	28.000000000000004	0.0
ALL	Designer	12.0	16.0	0.0
ALL	Opportunity_cost	21.73913043478261	30.434782608695656	0.0
ALL	Parent	42.857142857142854	78.57142857142857	80.0
ALL	Photography	0.0	66.66666666666666	66.66666666666666
ALL	Perception	36.0	48.0	0.0
ALL	Sustainability	16.0	60.0	42.857142857142854
ALL	Cognitive_science	52.17391304347826	56.52173913043478	0.0
ALL	Conflict_resolution	57.89473684210527	47.368421052631575	0.0
ALL	Physical_exercise	26.31578947368421	34.21052631578947	0.0
ALL	Translation	32.0	26.0	0.0
ALL	Review	28.57142857142857	27.27272727272727	0.0
ALL	Icon	66.66666666666666	66.66666666666666	66.66666666666666
ALL	Sound	0.0	32.0	0.0
ALL	Peer_review	33.33333333333333	55.55555555555556	0.0
ALL	Hearing_(sense)	66.66666666666666	66.66666666666666	0.0
ALL	AOL_Instant_Messenger	26.666666666666668	40.0	0.0
ALL	Cognition	0.0	30.0	0.0
ALL	Iteration	76.0	76.0	79.41176470588235
ALL	Analysis	16.0	20.0	0.0
ALL	Project	16.0	20.0	0.0
ALL	Conversation	55.55555555555556	30.76923076923077	0.0
ALL	Exploration	33.33333333333333	44.44444444444444	0.0
ALL	Visual_system	21.052631578947366	40.0	0.0
ALL	Organization	20.0	24.0	0.0
ALL	Usability	17.391304347826086	13.043478260869565	66.66666666666666
ALL	Fashion	0.0	77.77777777777779	0.0
ALL	Target_audience	41.17647058823529	76.47058823529412	71.42857142857143
ALL	Local_government	22.0	26.0	0.0
ALL	Product_design	12.0	56.00000000000001	0.0
ALL	Focus_group	46.666666666666664	50.0	59.09090909090909
ALL	Origami	66.66666666666666	66.66666666666666	66.66666666666666
ALL	Case_study	20.0	28.000000000000004	0.0
ALL	Debate	32.0	40.0	0.0
ALL	Academic_publishing	38.095238095238095	23.809523809523807	0.0
ALL	Broadband	50.0	50.0	0.0
ALL	Living_room	66.66666666666666	66.66666666666666	66.66666666666666
ALL	System	22.0	28.000000000000004	0.0
ALL	Pen	78.57142857142857	78.57142857142857	66.66666666666666
ALL	Interaction	40.0	36.0	57.14285714285714
ALL	Performance	24.0	28.000000000000004	0.0
ALL	Document	20.0	36.0	0.0
ALL	Shopping	57.14285714285714	28.57142857142857	70.0
ALL	Risk	0.0	62.0	0.0
ALL	Mineral_exploration	40.0	40.0	40.0
ALL	Meeting	64.0	36.0	36.666666666666664
ALL	Tool	12.0	12.0	0.0
ALL	Material	78.57142857142857	77.77777777777779	77.77777777777779
ALL	Water	66.66666666666666	66.66666666666666	66.66666666666666
ALL	Game	0.0	52.38095238095239	28.947368421052634
ALL	Construction	0.0	54.54545454545454	0.0
ALL	Menopause	42.30769230769231	57.692307692307686	0.0
ALL	Report	24.0	22.0	0.0
ALL	Software_design	20.0	28.000000000000004	0.0
ALL	Blueprint	0.0	30.0	0.0
ALL	Human_nature	30.0	57.99999999999999	0.0
ALL	Observation	68.42105263157895	52.63157894736842	81.81818181818183
ALL	Concept	16.0	20.0	0.0
ALL	Differential_equation	20.0	20.0	0.0
ALL	Documentation	44.44444444444444	77.77777777777779	0.0
ALL	Robot	66.66666666666666	66.66666666666666	66.66666666666666
ALL	Ball	77.77777777777779	77.77777777777779	77.77777777777779
ALL	Content_analysis	32.0	32.0	0.0
ALL	Philosophy_of_science	52.0	50.0	0.0
ALL	Drawing	17.647058823529413	23.52941176470588	44.44444444444444
ALL	Emotion	60.0	64.0	50.0
ALL	Motivation	21.052631578947366	9.523809523809524	0.0
ALL	Aesthetics	0.0	36.0	0.0
ALL	Access_control	0.0	81.57894736842105	66.66666666666666
ALL	Dance	0.0	70.0	70.0
ALL	Image	0.0	20.0	0.0
ALL	Paper	82.0	82.0	80.0
ALL	Design	56.00000000000001	64.0	80.0
ALL	Bedroom	66.66666666666666	66.66666666666666	66.66666666666666
ALL	Green	70.0	70.0	70.0
ALL	Technology	12.0	16.0	0.0
ALL	Structured_programming	32.0	44.0	0.0
ALL	Psychology	50.0	65.78947368421053	0.0
ALL	Humanities	32.0	40.0	0.0
ALL	Travel	0.0	38.88888888888889	71.42857142857143
ALL	Multimedia	28.57142857142857	28.57142857142857	0.0
ALL	Writing	12.0	12.0	0.0
ALL	Stimulation	47.368421052631575	42.10526315789473	28.57142857142857
ALL	Tutor	18.0	18.0	0.0
ALL	Pragmatism	28.000000000000004	40.0	0.0
ALL	Safety	0.0	56.00000000000001	0.0
ALL	Millennium	71.42857142857143	50.0	64.28571428571429
ALL	Prototype	28.000000000000004	48.0	56.00000000000001
ALL	Evaluation	20.0	20.0	0.0
ALL	Awareness	23.52941176470588	72.0	28.57142857142857
ALL	Website	36.0	32.0	0.0
ALL	Literature	0.0	66.66666666666666	77.77777777777779
ALL	Nature	16.0	42.0	0.0
ALL	Problem_solving	0.0	50.0	0.0
ALL	Bioavailability	71.42857142857143	64.28571428571429	0.0
ALL	Globalization	17.647058823529413	21.73913043478261	0.0
ALL	Team_building	57.14285714285714	57.14285714285714	0.0
ALL	T-shirt	66.66666666666666	66.66666666666666	66.66666666666666
